,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6242,6595,Shut the book!,Elizabeth,joy,positive,655,14,6,18,"00:21:12,479","00:21:14,355"
6243,6596,Lets also get a hot plate!,Ross,joy,positive,655,15,6,18,"00:21:15,649","00:21:19,318"
6244,6597,"Rach, youre in a great place in your life. Come on, youve got a great job! Good friends",Monica,joy,positive,656,0,7,14,"00:02:17,470","00:02:22,099"
6245,6598,Yeah! So-so when are you getting married?,Monica,joy,positive,657,0,7,17,"00:04:08,164","00:04:11,500"
6246,6599,"Oh Im not, I just like to try these on.",Megan,neutral,neutral,657,1,7,17,"0:04:11,751","0:04:13,813"
6247,6600,I do the same thing.,Rachel,neutral,neutral,657,2,7,17,"0:04:13,813","0:04:16,851"
6255,6609,We met with him. Did he show you the photos of the nude wedding he did?,Megan,neutral,neutral,657,10,7,17,"00:04:34,983","00:04:42,030"
6256,6610,The best man? Wow!,Monica,surprise,positive,657,11,7,17,"00:04:36,985","00:04:42,030"
6257,6611,"I know! I almost called off my wedding. Oh, whos your band?!",Megan,joy,positive,657,12,7,17,"00:04:42,448","00:04:49,204"
6258,6612,"Oh, my fiancee wants the Swing Kings.",Monica,neutral,neutral,657,13,7,17,"00:04:45,493","00:04:49,204"
6259,6613,"Oh, youre so lucky. My fiancee wants the heavy metal band Carcass.",Megan,sadness,negative,657,14,7,17,"00:04:49,414","00:04:53,542"
6260,6614,"Ooh, is that spelled with a C or a K? Oh my God! It doesnt matter; theyre both great!",Phoebe,joy,positive,657,15,7,17,"00:04:53,751","00:04:58,672"
6261,6615,Oh yknow what?,Rachel,neutral,neutral,657,16,7,17,"00:05:00,466","00:05:02,509"
6262,6617,Now that you know what you want you should go to Kleinmans and get it half off.,Rachel,neutral,neutral,657,17,7,17,"00:05:02,719","00:05:06,346"
6263,6618,This place is so overpriced.,Rachel,disgust,negative,657,18,7,17,"00:05:06,597","00:05:08,724"
6264,6619,"So, does this  come in another color or",Rachel,neutral,neutral,657,19,7,17,"00:05:12,520","00:05:16,023"
6265,6620,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",Chandler,neutral,neutral,658,0,1,20,"00:01:45,688","00:01:48,690"
6266,6621,It was unbelievable!,Chandler,surprise,positive,658,1,1,20,"00:01:49,400","00:01:50,734"
6267,6622,"We could totally be ourselves, we didn't have to play any games...",Chandler,joy,positive,658,2,1,20,"00:01:50,902","00:01:53,904"
6268,6623,So have you called her yet?,Monica,neutral,neutral,658,3,1,20,"0:01:54,072","0:01:55,074"
6269,6624,Let her know I like her?,Chandler,fear,negative,658,4,1,20,"0:01:55,074","0:01:55,992"
6280,6635,"So, uh, why didn't you say anything?",Phoebe,neutral,neutral,658,15,1,20,"00:02:36,322","00:02:38,740"
6287,6642,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",Kristin,neutral,neutral,659,1,1,14,"00:14:41,589","00:14:47,176"
6293,6648,I guess.,Kristin,neutral,neutral,659,7,1,14,"00:15:31,639","00:15:33,014"
6294,6649,Are you sure? Great. Carol? Wanna come over and join us?,Ross,neutral,neutral,659,8,1,14,"00:15:35,601","00:15:37,185"
6303,6658,"Carol, Kristin.",Ross,neutral,neutral,659,17,1,14,"00:15:56,455","00:15:58,915"
6304,6659,"Uh, Carol teaches sixth grade.",Ross,neutral,neutral,659,18,1,14,"00:15:59,083","00:16:01,417"
6305,6660,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",Ross,joy,positive,659,19,1,14,"00:16:11,387","00:16:22,188"
6306,6661,Okay.,Paul,neutral,neutral,660,0,6,23,"00:04:56,629","00:04:58,505"
6307,6663,When I was six years old.,Paul,neutral,neutral,660,1,6,23,"0:05:01,301","0:05:02,433"
6308,6664,Hm-mm,Rachel,neutral,neutral,660,2,6,23,"0:05:02,433","0:05:03,137"
6309,6665,I wanted a big wheel.,Paul,neutral,neutral,660,3,6,23,"00:05:03,261","00:05:05,220"
6310,6666,And instead my parents got me this little plastic chicken that you hop around on.,Paul,anger,negative,660,4,6,23,"00:05:05,471","00:05:12,311"
6311,6667,"It was embarrassing, kids made fun of me.",Paul,sadness,negative,660,5,6,23,"00:05:12,979","00:05:15,105"
6312,6668,That was a pretty tough year.,Paul,sadness,negative,660,6,6,23,"00:05:15,273","00:05:17,107"
6313,6669,Thats-thats great!,Rachel,joy,positive,660,7,6,23,"0:05:18,484","0:05:19,569"
6314,6670,See?,Rachel,neutral,neutral,660,8,6,23,"0:05:19,569","0:05:20,877"
6315,6671,I already feel like I know you a little better!,Rachel,joy,positive,660,9,6,23,"0:05:20,987","0:05:23,129"
6316,6672,Thank you.,Rachel,joy,positive,660,10,6,23,"0:05:23,129","0:05:24,209"
6317,6673,"Okay, come on.",Rachel,neutral,neutral,660,11,6,23,"0:05:24,324","0:05:25,075"
6318,6674,Now we can go eat.,Rachel,neutral,neutral,660,12,6,23,"0:05:25,075","0:05:25,667"
6319,6675,Lets go.,Rachel,neutral,neutral,660,13,6,23,"0:05:25,667","0:05:27,423"
6320,6676,It was horrible. They called me chicken boy.,Paul,sadness,negative,660,14,6,23,"00:05:30,163","00:05:36,752"
6321,6677,Oh!,Rachel,surprise,positive,660,15,6,23,"00:07:12,473","00:07:14,182"
6322,6678,"Will you pick one, just pick one! Here, how about that one?",Joey,anger,negative,661,0,1,12,"00:11:59,301","00:12:02,929"
6323,6679,That's patio furniture!,Chandler,surprise,negative,661,1,1,12,"00:12:03,681","00:12:05,682"
6324,6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",Joey,neutral,neutral,661,2,1,12,"00:12:06,142","00:12:14,232"
6325,6681,What about the birds?,Chandler,neutral,neutral,661,3,1,12,"00:12:12,523","00:12:14,232"
6326,6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",Joey,neutral,neutral,661,4,1,12,"00:12:15,651","00:12:20,196"
6327,6683,You pick one.,Chandler,neutral,neutral,661,5,1,12,"00:12:21,282","00:12:22,782"
6328,6684,"All right, how about the ladybugs?",Joey,neutral,neutral,661,6,1,12,"00:12:22,950","00:12:24,325"
6330,6686,"Fine, you want to get the birds, get the birds!",Joey,anger,negative,661,8,1,12,"00:12:29,290","00:12:31,207"
6331,6687,"Not like that, I won't!  Kip would have liked the birds!",Chandler,sadness,negative,661,9,1,12,"00:12:31,375","00:12:50,518"
6333,6689,Bijan for men?,Joey,neutral,neutral,662,1,2,2,"00:06:50,118","00:06:53,620"
6334,6690,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",Joey,neutral,neutral,662,2,2,2,"00:06:53,788","00:07:02,671"
6335,6691,"Oh, actually I sorta have plans.",Annabelle,neutral,neutral,662,3,2,2,"00:07:02,839","00:07:05,257"
6336,6692,"Ready, Annabelle?",Hombre Man,neutral,neutral,662,4,2,2,"00:07:10,741","00:07:12,097"
6337,6693,You bet.  Maybe some other time?,Annabelle,neutral,neutral,662,5,2,2,"00:07:13,391","00:07:19,187"
6338,6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",Joey,sadness,negative,662,6,2,2,"00:07:28,573","00:07:34,411"
6339,6695,That was amazing!,Chandler,joy,positive,663,0,5,17,"00:14:09,557","00:14:11,474"
6340,6696,Phoebe and Gary are,Monica,neutral,neutral,663,1,5,17,"00:14:11,642","00:14:15,520"
6341,6697,That was amazing.,Chandler,joy,positive,663,2,5,17,"00:14:16,438","00:14:18,314"
6342,6698,We are the hottest! Huh?,Monica,joy,positive,663,3,5,17,"00:14:19,275","00:14:21,526"
6343,6699,"No, you're the best.",Chandler,neutral,neutral,663,4,5,17,"0:14:24,530","0:14:25,323"
6344,6700,"No, you're the best.",Monica,neutral,neutral,663,5,5,17,"0:14:25,323","0:14:26,908"
6345,6701,"No, you're the best.",Chandler,neutral,neutral,663,6,5,17,"0:14:26,908","0:14:27,140"
6346,6702,I,Monica,neutral,neutral,663,7,5,17,"00:14:31,620","00:14:33,663"
6347,6703,Hey guys!  What 'cha been doin'?,Joey,neutral,neutral,663,8,5,17,"00:14:36,125","00:14:39,210"
6348,6704,Hey Joey! Isn't that the girl that waved at you the other day?,Monica,neutral,neutral,663,9,5,17,"00:14:44,508","00:14:47,760"
6349,6706,So what are you gonna do?,Joey,neutral,neutral,664,0,3,15,"00:16:41,250","00:16:42,834"
6350,6707,"What can I do? One person wants to break-up, you break-up.",Ross,sadness,negative,664,1,3,15,"00:16:41,250","00:16:45,336"
6356,6713,Why? What happened to him?,Chandler,neutral,neutral,664,7,3,15,"00:17:06,859","00:17:08,985"
6357,6714,"Nothing, hes just really believes in that.",Joey,neutral,neutral,664,8,3,15,"00:17:09,153","00:17:12,280"
6360,6717,"Well, okay, so whats nowgo get, go get the eggs, put em in there.",Frank,neutral,neutral,665,2,4,12,"00:05:46,054","00:05:48,513"
6361,6718,"Okay, itll take just a little while to prepare the embryos.",Dr. Zane,neutral,neutral,665,3,4,12,"00:05:48,681","00:05:52,434"
6362,6719,"Embryossss? As in, ""More than one?""",Phoebe,surprise,positive,665,4,4,12,"0:05:52,602","0:05:54,688"
6363,6720,"Um-hmm, five actually.",Dr. Zane,neutral,neutral,665,5,4,12,"0:05:54,688","0:05:56,298"
6364,6721,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Phoebe,neutral,neutral,665,6,4,12,"00:05:56,564","00:06:00,859"
6365,6722,We do five because that gives you a 25% chance that at least one will attach.,Dr. Zane,neutral,neutral,665,7,4,12,"00:06:04,781","00:06:12,537"
6366,6723,Thats it! 25 percent? That means thats its like 75 percent chance of no baby at all!,Phoebe,surprise,negative,665,8,4,12,"00:06:06,699","00:06:14,748"
6367,6724,"Hey, yknow I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Frank,neutral,neutral,665,9,4,12,"00:06:14,916","00:06:17,709"
6368,6725,"Sweety, now, shes a woman, not a gumball machine.",Alice,neutral,neutral,665,10,4,12,"00:06:21,047","00:06:22,923"
6369,6726,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",Phoebe,neutral,neutral,665,11,4,12,"00:06:26,469","00:06:31,348"
6370,6727,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Frank,neutral,neutral,665,12,4,12,"00:06:31,516","00:06:35,727"
6371,6728,"Umm, it costs $16,000 each time you do this.",Alice,neutral,neutral,665,13,4,12,"00:06:35,895","00:06:39,314"
6372,6729,"So, umm, were kinda using all the money we have to do it just this one time.",Alice,neutral,neutral,665,14,4,12,"00:06:40,650","00:06:45,070"
6373,6730,"Whoa!! Thatokay, thats a",Phoebe,disgust,negative,665,15,4,12,"00:06:45,488","00:06:51,535"
6374,6731,"No, Im sorry.",Dr. Zane,neutral,neutral,665,16,4,12,"00:06:58,251","00:06:59,668"
6375,6732,Wow! You guys really dont know anything!,Phoebe,surprise,positive,665,17,4,12,"00:06:59,836","00:07:02,587"
6376,6733,I know! Why dont you get drunk! That worked for a lot of girls in my high school.,Frank,anger,negative,665,18,4,12,"00:07:03,923","00:07:08,677"
6377,6743,Hey!,Joey,neutral,neutral,666,0,5,7,"0:11:00,451","0:11:01,035"
6378,6744,Hey!,Monica,neutral,neutral,666,1,5,7,"0:11:01,035","0:11:01,926"
6379,6745,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,Joey,surprise,negative,666,2,5,7,"00:11:02,036","00:11:06,122"
6380,6746,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",Phoebe,disgust,negative,666,3,5,7,"00:11:06,332","00:11:10,877"
6381,6747,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",Joey,anger,negative,666,4,5,7,"00:11:11,712","00:11:15,840"
6382,6748,"I don't know, clean places?",Monica,neutral,neutral,666,5,5,7,"00:11:16,050","00:11:17,759"
6383,6749,"Mm, yum!",Joey,neutral,neutral,666,6,5,7,"00:11:17,968","00:11:19,302"
6384,6750,It's Danny.,Monica,neutral,neutral,666,7,5,7,"00:11:25,226","00:11:26,267"
6385,6751,Don't let him in! I'm supposed to be at a regatta gala.,Rachel,fear,negative,666,8,5,7,"00:11:26,435","00:11:28,770"
6386,6752,We'll be right there!  Can't you just say it starts later?,Monica,anger,negative,666,9,5,7,"00:11:29,730","00:11:32,315"
6387,6753,What? What kind of a regatta gala starts at night?!,Rachel,surprise,negative,666,10,5,7,"00:11:33,109","00:11:36,111"
6388,6754,The fake kind!,Monica,anger,negative,666,11,5,7,"00:11:36,612","00:11:37,904"
6389,6755,"Hey, hi, I need a ladle. You got a ladle?",Danny,neutral,neutral,666,12,5,7,"0:11:42,034","0:11:44,579"
6390,6756,We have a ladle.,Monica,neutral,neutral,666,13,5,7,"0:11:44,579","0:11:45,793"
6391,6757,"Thanks, see you at the party.",Danny,neutral,neutral,666,14,5,7,"00:11:48,040","00:11:49,082"
6392,6758,"Okay, great!",Monica,joy,positive,666,15,5,7,"00:11:49,250","00:11:50,291"
6393,6759,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",Phoebe,neutral,neutral,666,16,5,7,"00:11:51,752","00:12:03,763"
6394,6760,You're so efficient. I love you!,Monica,joy,positive,667,0,5,24,"00:17:56,575","00:17:59,035"
6396,6762,No-no-no! We need something old!,Monica,sadness,negative,667,2,5,24,"00:18:00,954","00:18:02,455"
6397,6763,"Ohh, great, I have condom in my wallet I've had since I was twelve.",Chandler,neutral,neutral,667,3,5,24,"00:18:02,664","00:18:06,501"
6405,6771,"Okay, one thing at a time.",Chandler,neutral,neutral,668,1,3,21,"00:18:34,530","00:18:36,489"
6406,6772,Sorry about that. So. What have you been up to?,Barry,neutral,neutral,669,0,1,2,"00:17:27,337","00:17:35,344"
6409,6775,Why are- why are you so tanned?,Rachel,surprise,positive,669,3,1,2,"00:17:42,519","00:17:43,936"
6410,6776,"Oh, I, uh- I went to Aruba.",Barry,neutral,neutral,669,4,1,2,"00:17:45,022","00:17:48,649"
6411,6777,Noooo!  I'm lying. I am so drunk.,Monica,joy,positive,670,0,1,21,"00:16:03,003","00:16:06,756"
6412,6778,"Oh God, oh.",Rachel,anger,negative,670,1,1,21,"00:16:06,924","00:16:08,257"
6413,6779,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",Rachel,sadness,negative,670,2,1,21,"00:16:11,261","00:16:13,179"
6414,6780,Monica? Monica!,Rachel,anger,negative,670,3,1,21,"00:16:13,347","00:16:14,722"
6415,6781,Water rules!,Monica,joy,positive,670,4,1,21,"00:16:19,895","00:16:22,522"
6416,6782,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",Rachel,neutral,neutral,670,5,1,21,"00:16:25,109","00:16:31,531"
6417,6783,Nope. Going to the,Monica,neutral,neutral,670,6,1,21,"00:16:31,699","00:16:35,785"
6418,6784,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",Rachel,anger,negative,670,7,1,21,"00:16:35,953","00:16:39,998"
6419,6785,"No, it is me!",Monica,joy,positive,670,8,1,21,"00:16:40,165","00:16:41,916"
6420,6786,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",Monica,anger,negative,670,9,1,21,"00:16:42,084","00:16:47,755"
6421,6787,"Y'know, when I'm with her, I am so much more than that.",Monica,joy,positive,670,10,1,21,"00:16:47,965","00:16:52,677"
6422,6788,I'm- I'm Monana!,Monica,joy,positive,670,11,1,21,"00:16:52,845","00:16:54,512"
6423,6789,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",Rachel,neutral,neutral,670,12,1,21,"00:17:05,733","00:17:12,989"
6424,6790,Helloooo? Yeah. Oh my God. Thanks.,Monica,joy,positive,670,13,1,21,"00:17:20,122","00:17:26,919"
6425,6791,What?,Rachel,neutral,neutral,670,14,1,21,"00:17:25,419","00:17:26,919"
6426,6792,They've arrested Monica.,Monica,sadness,negative,670,15,1,21,"00:17:27,087","00:17:29,547"
6427,6793,Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.,Joey,neutral,neutral,671,0,9,21,"00:15:48,530","00:15:59,749"
6428,6794,"Now, do you have any idea what you just said?",Ross,neutral,neutral,671,1,9,21,"00:16:01,669","00:16:05,213"
6429,6795,"No, no, my mouth    says the words, my brain is thinking monster trucks!",Joey,neutral,neutral,671,2,9,21,"00:16:08,175","00:16:12,303"
6430,6796,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",Ross,neutral,neutral,671,3,9,21,"00:16:14,723","00:16:21,020"
6431,6797,I just...,Ross,neutral,neutral,671,4,9,21,"00:16:17,017","00:16:21,020"
6432,6798,I wrote that out phonetically for you.,Ross,neutral,neutral,671,5,9,21,"0:16:21,188","0:16:23,030"
6439,6806,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",Joey,neutral,neutral,671,12,9,21,"00:16:46,255","00:16:58,182"
6440,6807,Ok! So let's move on to the Renaissance?,Ross,neutral,neutral,671,13,9,21,"00:16:58,976","00:17:01,978"
6441,6808,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",Joey,neutral,neutral,671,14,9,21,"00:17:02,980","00:17:10,611"
6442,6809,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",Ross,anger,negative,671,15,9,21,"00:17:10,779","00:17:16,701"
6443,6810,Come on! you...,Joey,neutral,neutral,671,16,9,21,"0:17:16,869","0:17:17,954"
6445,6812,Oh.  Oh-oh.,Ross,neutral,neutral,672,0,4,1,"00:07:09,011","00:07:11,221"
6452,6819,"So umm, does it?",Rachel,neutral,neutral,672,7,4,1,"00:07:40,376","00:07:44,296"
6454,6821,Does it?,Rachel,fear,negative,672,9,4,1,"00:07:53,681","00:07:59,769"
6457,6824,"Look, y'know what, either it does or it doesnt, and if you have to even",Rachel,anger,negative,672,12,4,1,"00:08:11,324","00:08:14,743"
6463,6831,So thats your second marriage in two years.,Russell,neutral,neutral,673,2,6,2,"00:15:09,116","00:15:12,702"
6464,6832,"Yes, second in two years. Third overall.",Ross,neutral,neutral,673,3,6,2,"00:15:12,870","00:15:17,749"
6465,6833,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",Russell,neutral,neutral,673,4,6,2,"00:15:18,500","00:15:24,589"
6466,6834,Why dont you tell me what happened.,Russell,neutral,neutral,673,5,6,2,"00:15:26,508","00:15:29,344"
6479,6847,Ooh!,Ross,surprise,negative,673,18,6,2,"00:16:15,474","00:16:16,766"
6482,6852,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",Ross,neutral,neutral,674,0,1,18,"00:12:06,600","00:12:12,731"
6483,6853,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,674,1,1,18,"00:12:13,941","00:12:18,194"
6484,6854,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",Phoebe,neutral,neutral,674,2,1,18,"00:12:19,739","00:12:23,658"
6485,6855,What?,Joey,surprise,positive,674,3,1,18,"00:12:23,826","00:12:26,286"
6486,6856,"Oh, I cursed it. So now bad things will happen to he who spends it.",Phoebe,neutral,neutral,674,4,1,18,"00:12:23,826","00:12:30,707"
6487,6857,"That's alright, I'll take it.",Chandler,neutral,neutral,674,5,1,18,"0:12:31,459","0:12:32,419"
6488,6858,Bad things happen to me anyway.,Chandler,neutral,neutral,674,6,1,18,"0:12:32,419","0:12:34,647"
6489,6859,This way I can break 'em up with a movie.,Chandler,neutral,neutral,674,7,1,18,"00:12:35,671","00:12:38,214"
6490,6860,"Well, that just leaves the big Green poker machine, who owes fifteen...",Ross,neutral,neutral,674,8,1,18,"00:12:38,382","00:12:43,762"
6491,6862,You wanna do it right now?,Phoebe,neutral,neutral,675,0,2,1,"0:21:28,704","0:21:30,376"
6492,6863,Great!,Julie,joy,positive,675,1,2,1,"0:21:30,376","0:21:31,308"
6493,6864,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,675,2,2,1,"00:21:35,460","00:21:43,342"
6494,6865,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,neutral,675,3,2,1,"00:21:44,428","00:21:55,354"
6495,6866,"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,675,4,2,1,"00:21:56,315","00:22:00,234"
6496,6867,You're welcome.,Rachel,neutral,neutral,675,5,2,1,"00:21:58,317","00:22:00,234"
6497,6868,is for me not to see you anymore.,Ross,sadness,negative,676,0,5,5,"00:10:07,607","00:10:11,735"
6498,6869,That's crazy!,Rachel,surprise,positive,676,1,5,5,"0:10:13,904","0:10:15,426"
6499,6870,You can't do that!,Rachel,surprise,positive,676,2,5,5,"0:10:15,426","0:10:16,488"
6500,6871,What are you going to tell her?,Rachel,sadness,negative,676,3,5,5,"0:10:16,488","0:10:18,819"
6501,6872,Oh God.,Rachel,fear,negative,676,4,5,5,"00:10:24,123","00:10:26,333"
6502,6873,"Ohh, you already agreed to this, haven't you?",Rachel,sadness,negative,676,5,5,5,"00:10:27,126","00:10:29,377"
6503,6874,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,sadness,negative,676,6,5,5,"00:10:32,882","00:10:36,676"
6504,6875,"And I do, I have to make",Ross,sadness,negative,676,7,5,5,"00:10:36,844","00:10:41,389"
6505,6876,Ohh! Lucky me! Oh my God! That,Rachel,surprise,positive,676,8,5,5,"00:10:52,635","00:10:57,489"
6506,6877,You have no idea what a nightmare this has been. This is so hard.,Ross,sadness,negative,676,9,5,5,"00:11:03,996","00:11:09,042"
6507,6878,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",Rachel,anger,negative,676,10,5,5,"00:11:09,210","00:11:15,632"
6508,6879,What are you doing?,Ross,surprise,negative,676,11,5,5,"00:11:11,712","00:11:15,632"
6509,6880,Storming out!,Rachel,anger,negative,676,12,5,5,"0:11:15,800","0:11:16,612"
6510,6881,"Rachel, this is your apartment.",Ross,neutral,neutral,676,13,5,5,"0:11:16,612","0:11:18,020"
6511,6882,"Yeah, well that's how mad I am!!",Rachel,anger,negative,676,14,5,5,"00:11:18,135","00:11:20,970"
6512,6883,These little women. Wow!,Joey,surprise,positive,677,0,3,13,"00:09:23,145","00:09:27,357"
6513,6884,"Your liking it, huh?",Chandler,neutral,neutral,677,1,3,13,"00:09:28,526","00:09:29,609"
6514,6885,Oh yeah! Amy just burned Jos manuscript. I dont see how he could ever forgive her.,Joey,joy,positive,677,2,3,13,"00:09:29,777","00:09:35,657"
6515,6886,"Umm, Jos a girl, its short for Josephine.",Ross,neutral,neutral,677,3,3,13,"00:09:38,869","00:09:41,871"
6516,6887,Chandler.,Phoebe,neutral,neutral,678,0,3,5,"0:04:18,049","0:04:18,561"
6517,6888,Hi.,Chandler,neutral,neutral,678,1,3,5,"0:04:18,561","0:04:19,181"
6518,6889,Hi.,Frank,neutral,neutral,678,2,3,5,"0:04:19,300","0:04:20,427"
6521,6892,Hey.,Frank,neutral,neutral,678,5,3,5,"0:04:21,387","0:04:22,701"
6523,6894,Whoa!,Frank,surprise,positive,678,7,3,5,"0:04:23,936","0:04:25,450"
6524,6895,And this is Rachel.,Phoebe,neutral,neutral,678,8,3,5,"0:04:26,808","0:04:27,990"
6525,6896,Hi!,Rachel,joy,positive,678,9,3,5,"0:04:27,990","0:04:28,537"
6526,6897,Whoa!!,Frank,surprise,positive,678,10,3,5,"00:04:28,643","00:04:30,185"
6527,6898,Im gonna get coffee.,Phoebe,neutral,neutral,678,11,3,5,"00:04:32,272","00:04:33,855"
6528,6899,"Hey, how do you guys get anything done?",Frank,joy,positive,678,12,3,5,"00:04:34,023","00:04:37,025"
6529,6900,"We dont, really.",Chandler,neutral,neutral,678,13,3,5,"00:04:37,193","00:04:39,069"
6530,6901,"Well, so, now, do you guys have a lot of big plans?",Rachel,neutral,neutral,678,14,3,5,"00:04:40,488","00:04:42,422"
6531,6902,"Oh yeah! Yeah, no, were gonna connect, y'know bond, and everything.",Phoebe,joy,positive,678,15,3,5,"00:04:42,490","00:04:46,410"
6532,6903,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,678,16,3,5,"00:04:46,577","00:04:51,373"
6533,6904,"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,678,17,3,5,"00:04:51,541","00:04:55,585"
6534,6905,"You know, we dont really take advantage of living in the city.",Chandler,neutral,neutral,678,18,3,5,"00:04:57,171","00:05:00,215"
6535,6907,"Okay, Chandler!",Rachel,neutral,neutral,679,0,6,21,"0:00:02,168","0:00:03,300"
6536,6908,Okay.,Chandler,neutral,neutral,679,1,6,21,"0:00:03,300","0:00:03,641"
6537,6909,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",Rachel,joy,positive,679,2,6,21,"00:00:03,753","00:00:09,258"
6538,6910,"Oh, well thank you in advance.",Chandler,joy,positive,679,3,6,21,"00:00:09,426","00:00:12,052"
6539,6911,"Op, but the twelfth brings a lovers spat.",Rachel,surprise,negative,679,4,6,21,"00:00:12,220","00:00:20,853"
6540,6912,"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,positive,679,5,6,21,"00:00:21,021","00:00:25,733"
6541,6913,Hey guys!,Joey,neutral,neutral,679,6,6,21,"0:00:31,364","0:00:31,796"
6542,6914,Hey!!,Chandler,joy,positive,679,7,6,21,"0:00:31,796","0:00:32,709"
6543,6915,Oh my God! Its Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,Rachel,surprise,positive,679,8,6,21,"00:00:32,824","00:00:35,200"
6544,6916,Oh thats right. Its your first day! So are you psyched to fight fake crime with your robot sidekick?,Chandler,joy,positive,679,9,6,21,"00:00:38,455","00:00:43,584"
6545,6917,Am I psyched? The lead in my own TV series? Ive dreamed about this for years! Why have I not been preparing?!,Joey,joy,positive,679,10,6,21,"00:00:43,752","00:00:51,425"
6550,6922,I think our lovers spat will start a little early this month.,Monica,anger,negative,679,15,6,21,"00:01:08,109","00:01:10,986"
6551,6923,Ill be waiting.,Phoebe,neutral,neutral,679,16,6,21,"00:01:11,154","00:01:12,446"
6554,6926,I know!,Monica,surprise,positive,680,2,6,18,"00:08:57,954","00:08:59,412"
6555,6927,"Now look, theres only one problem though.",Monica,joy,positive,680,3,6,18,"00:09:01,249","00:09:02,582"
6556,6928,"Theres only room for one, so I guess one of you will have to stay at Joeys.",Monica,neutral,neutral,680,4,6,18,"00:09:02,750","00:09:06,545"
6557,6929,"Well, since the fire was kinda my fault I guess  you should get to stay here.",Phoebe,sadness,negative,680,5,6,18,"00:09:06,712","00:09:10,840"
6558,6930,"Hey! Hey-hey, now this was no ones fault Pheebs. Okay? It was an accident.",Rachel,neutral,neutral,680,6,6,18,"00:09:11,008","00:09:15,679"
6564,6936,"And I thought I would bring them to you, yknow, in bed.",Monica,neutral,neutral,680,12,6,18,"00:09:26,566","00:09:28,650"
6576,6948,"But I'll still always come back, like this.",Ross,neutral,neutral,682,3,1,23,"00:20:55,796","00:21:02,843"
6577,6949,"And sometimes, I'll want you to steal third, and I'll go like this.",Chandler,neutral,neutral,682,4,1,23,"00:21:03,971","00:21:09,016"
6578,6950,He is so amazing.,Monica,joy,positive,682,5,1,23,"00:21:17,651","00:21:19,610"
6579,6951,"Oh, I know. Look at him.",Rachel,joy,positive,682,6,1,23,"00:21:19,778","00:21:22,238"
6580,6952,"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",Joey,neutral,neutral,682,7,1,23,"00:21:22,406","00:21:31,664"
